Theta_calculated,yaw_world,linear_velocity_x,world_velocity_x,world_velocity_y,angular_velocity_yaw,linear_acceleration_x,angular_acceleration_yaw,delta_position_x_world,delta_position_y_world,delta_yaw,kinematic_delta_x,kinematic_delta_y,kinematic_delta_yaw,twist.twist.linear.x,Time,odom_world_velocity_x,odom_world_velocity_y,odom_angular_velocity,odom_yaw_world
-3.6344546993493793e-06,-2.668088565608308e-05,5.388125612060363e-05,5.388125612024777e-05,-1.9582898451394424e-10,-0.0003672238966111,-0.0026340497233996,-0.0081475338620715,9.49335482496906e-07,-8.593574066069411e-09,-3.6715516122198694e-07,1.7942458287299206e-06,-1.6405504978264567e-11,-1.222855575715125e-05,4.640555512916874e-07,0.438,4.640555511045705e-07,-1.3178211803985368e-11,8.102091485518711e-05,-2.8397918673907423e-05
-1.586301045650063e-05,-1.842938264513562e-05,-2.89758995131984e-06,-2.897589950955272e-06,4.596449969451004e-11,8.289495321931309e-05,-0.0017050704526103,0.0135170825774913,-8.511467970880207e-08,5.330749282024262e-07,8.251503010947452e-06,-9.64897453696288e-08,1.3390361043784953e-12,2.760401942203126e-06,-2.559173401886397e-06,0.472,-2.559173401208019e-06,5.89251563127216e-11,0.0002659189224218,-2.302507375017798e-05
-1.3102608514297503e-05,-8.092532393674622e-06,-2.1427627644549533e-06,-2.14276276427102e-06,2.8075781640863798e-11,0.0002249014800077,2.266748308903561e-05,0.0042644602639159,-1.0572762595018573e-07,6.71754666447483e-07,1.0336850251461e-05,-7.135400005345002e-08,6.245370631390103e-13,7.489219284256871e-06,-3.1245878077985505e-06,0.506,-3.124587807519062e-06,4.179204394398063e-11,0.0003244110469501,-1.3375218273885404e-05
-5.613389230040632e-06,2.765493110087584e-06,-9.723565913738784e-07,-9.72356591358559e-07,5.458216017748483e-12,0.0002540237131214,3.51473325249572e-05,0.0008745415349471,-1.1094082488869589e-07,7.064898910644751e-07,1.0858025503762203e-05,-3.23794744926438e-08,2.5209409604660265e-14,8.45898964694438e-06,-3.26624941810286e-06,0.54,-3.266249418088033e-06,9.841653829871894e-12,0.0003386478299282,-3.0131360377258413e-06
2.845600416903748e-06,1.3761254045682697e-05,-2.5802616186934495e-07,-2.5802616186830024e-07,-7.34239353786491e-13,0.0002634039308721,2.145136424938539e-05,0.000281688220741,-1.1232390320983777e-07,7.15666826189009e-07,1.0995760935595112e-05,-8.592271189957806e-09,-6.733430385205866e-14,8.77135089804187e-06,-3.305411898762707e-06,0.5740000000000001,-3.3054118986670333e-06,-2.5149192270054915e-11,0.0003425868351889,7.608489664998027e-06
1.1616951314945617e-05,2.479383193299902e-05,3.729789377837808e-07,3.729789377586134e-07,4.332878161636855e-12,0.0002729730345709,1.894910209168545e-05,0.0002873604714359,-1.1270051502709241e-07,7.181158876701289e-07,1.1032577887316324e-05,1.2420198626411222e-08,2.082531364704641e-13,9.0900020512125e-06,-3.31651348922468e-06,0.608,-3.316513488649361e-06,-6.177466158854226e-11,0.0003436994246423,1.8626386352059043e-05
2.070695336615812e-05,3.5836512467059714e-05,9.827382473828768e-07,9.827382471721883e-07,2.0349515058242948e-11,0.0002631806733348,1.8311090378351228e-05,-0.0002940649019847,-1.1281066851411529e-07,7.187839880483721e-07,1.1042680534060696e-05,3.272518362694257e-08,8.408488506141298e-13,8.763916422050625e-06,-3.3195714096968467e-06,0.642,-3.3195714082680245e-06,-9.739689009032403e-11,0.0003440019744092,2.9340200310133583e-05
2.947086978820874e-05,4.688222326156237e-05,1.649281960630609e-06,1.649281959914382e-06,4.860577389875034e-11,0.0002592936535725,2.0016327725157124e-05,-0.0001167273201901,-1.1285027559475302e-07,7.189805790161438e-07,1.1045710794502656e-05,5.4921089256345394e-08,1.888926055479552e-12,8.634478663965002e-06,-3.320572821239388e-06,0.676,-3.3205728185749985e-06,-1.3302104850675068e-10,0.0003440974003097,4.005966913042414e-05
3.810534845217375e-05,5.7929091752851336e-05,2.4986590758423546e-06,2.498659074028306e-06,9.521227472511767e-11,0.000260914958988,2.5506820276629e-05,4.868785031484675e-05,-1.1287120374632589e-07,7.190523137492419e-07,1.1046868491288966e-05,8.320534714816874e-08,3.582398706553637e-12,8.688468134300632e-06,-3.321017821602152e-06,0.7100000000000001,-3.3210178172652083e-06,-1.6972370466781724e-10,0.000344136635421,5.110593012711355e-05
4.679381658647438e-05,6.897662193153703e-05,3.342964389094572e-06,3.342964385434592e-06,1.5643006242131862e-10,0.0002448051704956,2.5354513911477987e-05,-0.0004837774322024,-1.1288718487507429e-07,7.190909632326681e-07,1.1047530178685694e-05,1.1132071400905821e-07,5.730252822019935e-12,8.152012177505617e-06,-3.321294789833772e-06,0.744,-3.3212947834855804e-06,-2.0534952843687343e-10,0.0003441591268074,6.182815484980884e-05
