Time,delta_position_x,delta_position_y,delta_yaw,linear_velocity_x,angular_velocity_yaw,linear_acceleration_x,angular_acceleration_yaw,kinematic_delta_x,kinematic_delta_y,kinematic_delta_yaw,header.seq_x,header.stamp.secs_x,header.stamp.nsecs_x,header.frame_id_x,child_frame_id,pose.pose.position.x,pose.pose.position.y,pose.pose.position.z,pose.pose.orientation.x,pose.pose.orientation.y,pose.pose.orientation.z,pose.pose.orientation.w,pose.covariance,twist.twist.linear.x,twist.twist.linear.y,twist.twist.linear.z,twist.twist.angular.x,twist.twist.angular.y,twist.twist.angular.z,twist.covariance,linear.x,linear.y,linear.z,angular.x,angular.y,angular.z,header.seq_y,header.stamp.secs_y,header.stamp.nsecs_y,header.frame_id_y,orientation.x,orientation.y,orientation.z,orientation.w,orientation_covariance_0,orientation_covariance_1,orientation_covariance_2,orientation_covariance_3,orientation_covariance_4,orientation_covariance_5,orientation_covariance_6,orientation_covariance_7,orientation_covariance_8,angular_velocity.x,angular_velocity.y,angular_velocity.z,angular_velocity_covariance_0,angular_velocity_covariance_1,angular_velocity_covariance_2,angular_velocity_covariance_3,angular_velocity_covariance_4,angular_velocity_covariance_5,angular_velocity_covariance_6,angular_velocity_covariance_7,angular_velocity_covariance_8,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,linear_acceleration_covariance_0,linear_acceleration_covariance_1,linear_acceleration_covariance_2,linear_acceleration_covariance_3,linear_acceleration_covariance_4,linear_acceleration_covariance_5,linear_acceleration_covariance_6,linear_acceleration_covariance_7,linear_acceleration_covariance_8
0.234,-6.019595146788959e-07,-5.971826366746313e-10,9.956700560653148e-08,-4.555180749356103e-06,4.020671740490534e-06,4.386200722038047e-05,-8.779137634137175e-05,-1.5168751895354578e-07,-6.125565498643003e-14,1.3388836895833477e-07,4,0,230000000,odom,base_footprint,0.4999815325607135,0.4999999539117108,-0.0007561784702265,-3.760865744108385e-05,0.0019907383208004,-1.6333279161581453e-07,0.9999980177712856,"(1e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1000000000000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1000000000000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1000000000000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001)",-2.081911253178639e-05,-1.7026593226374025e-08,0.0,0.0,0.0,4.583645800306169e-06,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",,,,,,,4,0,234000000,base_footprint,-3.827186554302629e-05,0.0020924667193367,-1.5361462603705707e-07,0.9999978100567368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004332762532964,0.0676932648647149,1.308894257934304e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002945773939488,3.7145786725512586e-07,0.0001534104479964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.268,-9.429515351877527e-07,-3.825568750670527e-10,1.029041214293589e-07,-4.0718697231607435e-06,8.63415594276306e-06,1.4513844630491282e-05,0.00013854306913731312,-1.3559326178122678e-07,-8.324944377115208e-14,2.8751739289400996e-07,5,0,262000000,odom,base_footprint,0.4999806513752391,0.4999999535340601,-0.0009039535231998,-4.490701041017242e-05,0.0031091933386415,-4.868939297319618e-08,0.999995165438384,"(1e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1000000000000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1000000000000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1000000000000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001)",-3.0513584199194043e-05,-1.6318490565615963e-08,0.0,0.0,0.0,5.568926880474474e-06,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",,,,,,,4,0,234000000,base_footprint,-3.827186554302629e-05,0.0020924667193367,-1.5361462603705707e-07,0.9999978100567368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004332762532964,0.0676932648647149,1.308894257934304e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002945773939488,3.7145786725512586e-07,0.0001534104479964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.30200000000000005,5.140933867497921e-08,3.7223823456944416e-07,-2.4274219462307958e-06,9.32986445202334e-06,-8.276266872831894e-05,0.0004024544797352577,-0.0027446493895219816,3.1068448625221925e-07,-1.9265236602339343e-13,-2.755996868653021e-06,6,0,297000000,odom,base_footprint,0.4999804307750101,0.5000002985200425,-0.001001957033055,-7.113239889344686e-06,0.0039714714814925,-1.1140777665881118e-06,0.9999921136501188,"(1e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1000000000000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1000000000000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1000000000000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001)",3.793445279482949e-05,1.339613218470221e-05,0.0,0.0,0.0,-0.000143564734219,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",,,,,,,5,0,268000000,base_footprint,-4.579212181337732e-05,0.003244680506566,-3.3662415172665784e-08,0.9999947349618852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004337098765973,0.0676168944945793,2.3062636106390984e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002927440709186,1.990336562556495e-08,0.0001536029948348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.336,1.1680569578231825e-07,5.845565587137003e-09,-1.3241226228327088e-06,1.1023749613368268e-05,-1.1178698141830708e-05,5.0867422262610436e-05,0.002149668786381028,3.670908621242853e-07,-8.018565419589328e-13,-3.7225064812296264e-07,7,0,330000000,odom,base_footprint,0.4999806879811526,0.5000003284913497,-0.0010014952212294,-7.0233989743352e-06,0.0038545502465461,-2.055444501331411e-06,0.9999925711668282,"(1e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1000000000000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1000000000000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1000000000000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001)",-3.119871970905888e-07,7.114811895906376e-07,0.0,0.0,0.0,1.208145405845305e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",,,,,,,7,0,336000000,base_footprint,-7.057291156999567e-06,0.0038527849612281,-2.0307829138607683e-06,0.9999925779695134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.29856349025921e-05,-0.0009473791606858,8.245726688234476e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010156342995788,-0.0001352898951087,0.0005787438525587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.37,-3.346136145943035e-09,1.5499543093433488e-08,2.4697197250731927e-07,3.270241046128665e-07,2.9723678773551897e-06,-0.00032122298825091293,0.00042495693751308993,1.0889902683579099e-08,-2.5260268951723887e-14,9.897985031592782e-08,8,0,362000000,odom,base_footprint,0.4999806882011159,0.5000003439625945,-0.0010013918253185,-7.053464925244144e-06,0.0038530863132512,-1.9319533454785337e-06,0.9999925768086376,"(1e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1000000000000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1000000000000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1000000000000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001)",1.1952355556592326e-07,5.782442484821266e-07,0.0,0.0,0.0,8.522469092439982e-06,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",,,,,,,8,0,370000000,base_footprint,-7.053733845715356e-06,0.0038531028882236,-1.9073111330768348e-06,0.9999925767448176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.866839576023495e-05,-0.0001628327198367,8.496683491365376e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9773520059378623e-05,-1.4380218815779913e-06,-0.0008730068280594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.404,-3.1879767159459504e-09,1.8709651827819584e-08,2.955264873680498e-07,-6.872089428042157e-08,7.344636686622562e-06,-1.1884234200999641e-05,0.00013129936364166282,-2.2884057795327474e-09,4.919720251509902e-15,2.4457640166453134e-07,9,0,397000000,odom,base_footprint,0.499980685020804,0.5000003623987531,-0.0010013929455286,-7.054305345407204e-06,0.0038531015917944,-1.7862559232414449e-06,0.9999925767500324,"(1e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1000000000000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1000000000000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1000000000000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001)",7.876866956640603e-08,6.37233915151366e-07,0.0,0.0,0.0,9.419481950788496e-06,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",,,,,,,9,0,404000000,base_footprint,-7.054421027038306e-06,0.0038531014847047,-1.7595485421686891e-06,0.9999925767504916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.889463714517588e-05,-0.0001807775677428,9.168645058976316e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.813945007660852e-07,1.3166552401088203e-06,1.950955051832132e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.438,-3.2905211333478235e-09,1.9374305493258248e-08,3.055770106627261e-07,-6.027458556292078e-08,7.790783877885536e-06,2.5364290442945315e-07,1.3397813551440676e-05,-2.0071436992416467e-09,3.8076852107825416e-15,2.594331031335884e-07,9,0,397000000,odom,base_footprint,0.499980685020804,0.5000003623987531,-0.0010013929455286,-7.054305345407204e-06,0.0038531015917944,-1.7862559232414449e-06,0.9999925767500324,"(1e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1000000000000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1000000000000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1000000000000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001)",7.876866956640603e-08,6.37233915151366e-07,0.0,0.0,0.0,9.419481950788496e-06,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",,,,,,,10,0,438000000,base_footprint,-7.055063515525271e-06,0.0038531013137667,-1.6067609650091295e-06,0.999992576751403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.88919492707797e-05,-0.0001803974455091,9.265816161241662e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.2922451795514346e-08,1.8885090881824766e-07,-4.241242200841858e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.47200000000000003,-3.3051937853301183e-09,1.9469512446690374e-08,3.070167328547426e-07,-4.963198352803622e-08,7.969990940988487e-06,3.1959765870524197e-07,5.381593486575096e-06,-1.6527450514813936e-09,2.701204380100569e-15,2.6540069833491664e-07,10,0,430000000,odom,base_footprint,0.4999806818343936,0.5000003811558003,-0.0010013929198507,-7.054932399082135e-06,0.0038531013333578,-1.6383206694472666e-06,0.9999925767512772,"(1e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1000000000000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1000000000000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1000000000000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001)",7.81399713343635e-08,6.461816416205699e-07,0.0,0.0,0.0,9.554641482887744e-06,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",,,,,,,11,0,472000000,base_footprint,-7.055697511467173e-06,0.003853101304499,-1.4532535743636184e-06,0.999992576751669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.889251028348942e-05,-0.0001804030336857,9.279786483819982e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.897124186626432e-09,2.7187219028473864e-08,5.024709158884904e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.506,-3.307316587264353e-09,1.9483467283976097e-08,3.0722777602681893e-07,-4.1776302057345474e-08,8.302143061111076e-06,2.3590635047119352e-07,9.974538141819499e-06,-1.391150858508306e-09,1.8972199954308448e-15,2.7646136393499885e-07,10,0,430000000,odom,base_footprint,0.4999806818343936,0.5000003811558003,-0.0010013929198507,-7.054932399082135e-06,0.0038531013333578,-1.6383206694472666e-06,0.9999925767512772,"(1e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1000000000000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1000000000000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1000000000000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001)",7.81399713343635e-08,6.461816416205699e-07,0.0,0.0,0.0,9.554641482887744e-06,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",,,,,,,12,0,506000000,base_footprint,-7.056327757320231e-06,0.0038531013019342,-1.2996406788841262e-06,0.999992576751886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8892793712360505e-05,-0.0001804026776974,9.281705356456262e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.83386116299249e-10,3.738427569533012e-09,-5.118054401895578e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.54,-3.3076418270994168e-09,1.948555528041851e-08,3.072593758926073e-07,-3.272336095787947e-08,8.114188393765558e-06,2.718600930770572e-07,-5.644284304670235e-06,-1.0896879198967346e-09,1.188294164483236e-15,2.702024735123931e-07,12,0,497000000,odom,base_footprint,0.4999806753205736,0.5000004195266121,-0.0010013929181559,-7.056179715662144e-06,0.0038531013022739,-1.3357873986300792e-06,0.999992576751838,"(1e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1000000000000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1000000000000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1000000000000.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001)",7.788540134960259e-08,6.477548521798461e-07,0.0,0.0,0.0,9.578429284367618e-06,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",,,,,,,12,0,506000000,base_footprint,-7.056327757320231e-06,0.0038531013019342,-1.2996406788841262e-06,0.999992576751886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8892793712360505e-05,-0.0001804026776974,9.281705356456262e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.83386116299249e-10,3.738427569533012e-09,-5.118054401895578e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
